component,load_N,temperature_C,material_type,stress_Pa,strain,yield_point_Pa,safety_factor,manufacturing_method,estimation_cost,modulus_gpa,thermal_expansion_alpha,density_kg_m3,delta_temp,thermal_stress_estimate_pa,temp_degradation_factor,adjusted_yield_point_pa,stress_to_yield_ratio,load_intensity,material_efficiency,safety_factor_capped
bracket,4945.547067,401.1752322,steel,5701409.578,2.85e-05,145527283.3,25.52479019,Forging,175.02,200.0,12.0,7850,381.1752322,914820557.28,0.8094123839,117791585.29834367,0.03917759920142754,3.398364179454176e-05,0.003251565629299363,25.52479019
cam,3277.629658,137.4171583,aluminium,548100.3746,7.83e-06,92742850.71,169.2077857,Machining,471.86,69.0,23.1,2700,117.41715830000001,187151208.61437002,0.94129142085,87298049.71849532,0.00590989354331871,3.534104928744216e-05,0.06266955025925926,169.2077857
spring,1675.730907,28.75105752,titanium,368499.2234,3.35e-06,864061178.1,2344.811395,Casting,339.93,116.0,8.6,4500,8.75105752,8730054.981951999,0.99562447124,860280453.564824,0.0004264735330550317,1.939366041979568e-06,0.5210691988888889,1000.0
piston,5563.822063,86.65774171,abs_plastic,691727.7758,0.000345864,11114086.1,16.06713867,Injection Molding,300.71,2.3,73.8,1050,66.65774171,11314485.077855397,0.966671129145,10743666.159701748,0.06223883543605083,0.0005006099478570712,0.015302036828571427,16.06713867
bolt,870.9136366,207.8652857,chromium,95478.47023,3.42e-07,330711571.4,3463.729264,Machining,121.82,279.0,4.9,7190,187.8652857,256830632.08047003,0.90606735715,299646959.4773215,0.0002887061672073081,2.633453776392416e-06,0.48174259582753826,1000.0
cam,3905.648416,544.6660168,steel,658842.2353,3.29e-06,108159891.5,164.1666027,Injection Molding,179.97,200.0,12.0,7850,524.6660168,1259198440.32,0.7376669916,79785981.77458742,0.006091372930972291,3.610995131222002e-05,0.02091294301910828,164.1666027
housing,5665.2301,57.22228576,abs_plastic,858155.096,0.000429078,20925904.75,24.38475847,Injection Molding,296.12,2.3,73.8,1050,37.22228576,6318110.7849023985,0.98138885712,20536449.74680448,0.04100922307791734,0.0002707280840509417,0.023223579495238098,24.38475847
flange,8425.156456,60.94201677,aluminium,944068.9872,1.35e-05,124607493.0,131.9898172,Casting,326.98,69.0,23.1,2700,40.94201677,65257480.529703006,0.979528991615,122056651.96596317,0.007576342035867779,6.761356201909945e-05,0.048885117481481485,131.9898172
bolt,5543.072068,898.6497092,chromium,1806067.351,6.47e-06,100450096.9,55.61813455,Milling,82.9,279.0,4.9,7190,878.6497092,1201202017.4473202,0.5606751454000001,56319872.6848516,0.017979747225111933,5.5182346648388354e-05,0.007735484638386648,55.61813455
cylinder,4512.941046,210.6064383,steel,847396.4761,4.24e-06,195154573.4,230.2990145,Casting,255.02,200.0,12.0,7850,190.6064383,457455451.92,0.9046967808499999,176555714.32313502,0.004342180976528423,2.3124956629891615e-05,0.02933745407643312,230.2990145
spring,8658.446402,615.1781004,chromium,84569485.7,0.000303116,194940633.2,2.305094226,Milling,185.6,279.0,4.9,7190,595.1781004,813667981.0568401,0.7024109498,136928435.3206254,0.43382174517323774,4.441581141842726e-05,0.0003205972497913769,2.305094226
gear,5970.247302,138.3235857,chromium,1794379.869,6.43e-06,353892138.1,197.2225303,Injection Molding,339.0,279.0,4.9,7190,118.3235857,161760174.01047003,0.94083820715,332955244.73448426,0.005070414614559644,1.687024564618323e-05,0.0274301154798331,197.2225303
bearing,8026.174198,778.2820774,steel,3605457.565,1.8e-05,47322375.67,13.12520667,Milling,232.05,200.0,12.0,7850,758.2820774,1819876985.7600002,0.6208589613,29380521.004724592,0.07618927650932956,0.00016960632437327505,0.0016720008496815288,13.12520667
piston,4603.857211,752.8099716,chromium,1594218.371,5.71e-06,149063342.8,93.50246211,Machining,233.64,279.0,4.9,7190,732.8099716,1001824512.1743603,0.6335950142,94445790.79806547,0.010694905541860691,3.088524062671161e-05,0.013004514897079275,93.50246211
gear,508.950605,651.2056959,steel,91506.98593,4.58e-07,80415183.36,878.7873684,Milling,340.44,200.0,12.0,7850,631.2056959,1514893670.16,0.68439715205,55035922.47316255,0.001137931695316102,6.329036181159309e-06,0.11194743546496815,878.7873684
coupling,4892.054172,534.7561198,chromium,693978.2675,2.49e-06,221747960.1,319.5315624,Casting,400.74,279.0,4.9,7190,514.7561198,703723091.3785801,0.7426219401,164674900.34267938,0.0031295812921437556,2.2061326606088587e-05,0.044441107426981916,319.5315624
flange,4405.960751,336.7066811,steel,1171079.526,5.86e-06,162315968.5,138.6037112,Injection Molding,455.78,200.0,12.0,7850,316.7066811,760096034.6400001,0.84164665945,136612692.66341642,0.007214814024905997,2.7144345634730322e-05,0.017656523719745222,138.6037112
shaft,1647.540492,356.9366456,chromium,226397.2419,8.11e-07,281021118.1,1241.274478,Milling,81.07,279.0,4.9,7190,336.9366456,460626088.1997601,0.8315316772,233677961.6623123,0.0008056235895390524,5.862692822301457e-06,0.17263900945757998,1000.0
coupling,2964.869164,71.31577302,abs_plastic,1527554.124,0.000763777,16228075.66,10.62356836,Injection Molding,128.99,2.3,73.8,1050,51.315773019999995,8710339.312414797,0.97434211349,15811697.536440026,0.09413033042267688,0.00018269998403495243,0.010117684152380953,10.62356836
spring,4911.846237,433.5830947,chromium,4272399.678,1.53e-05,255472301.8,59.7959744,Injection Molding,214.3,279.0,4.9,7190,413.5830947,565409448.7643701,0.7932084526500001,202642789.20571184,0.01672353381520282,1.922653141805293e-05,0.008316547204450625,59.7959744
pulley,538.4979338,604.79935,steel,667213.0498,3.34e-06,92500169.27,138.6366308,Casting,358.5,200.0,12.0,7850,584.79935,1403518440.0,0.707600325,65453149.83800701,0.00721310085230723,5.8215886311318104e-06,0.017660717299363058,138.6366308
cylinder,1836.571787,31.28782371,abs_plastic,1364071.206,0.000682036,29570725.43,21.67828578,Machining,51.69,2.3,73.8,1050,11.287823710000001,1915995.1965353999,0.994356088145,29403830.862184674,0.04612910864256738,6.210776909574112e-05,0.020645986457142856,21.67828578
bolt,5203.300603,30.67075948,abs_plastic,531164.8822,0.000265582,29776413.51,56.05870137,Machining,256.77,2.3,73.8,1050,10.670759480000001,1811254.7141351998,0.99466462026,29617545.036628887,0.017838443908686837,0.00017474571278547506,0.0533892394,56.05870137
coupling,4642.529262,80.55547613,aluminium,930397.5013,1.33e-05,116435218.3,125.1456696,Milling,416.51,69.0,23.1,2700,60.55547613,96519373.40360701,0.969722261935,112909823.25877151,0.007990687997018167,3.98722081667622e-05,0.046350248000000004,125.1456696
pulley,5258.909942,242.8061192,steel,2054962.931,1.03e-05,186769239.8,90.88691431,Milling,147.15,200.0,12.0,7850,222.8061192,534734686.08000004,0.8885969404,165962575.04711393,0.011002684024417172,2.815725944824454e-05,0.011577950867515924,90.88691431
shaft,1270.55794,123.5906184,aluminium,794258.1125,1.13e-05,98503908.99,124.0200225,Injection Molding,406.48,69.0,23.1,2700,103.5906184,165113086.66775998,0.9482046908,93401868.56645429,0.008063214146969866,1.2898553499323417e-05,0.04593334166666666,124.0200225
pulley,8879.047835,737.266115,chromium,1570628.964,5.63e-06,154244628.3,98.20564361,Machining,216.69,279.0,4.9,7190,717.266115,980574505.8165002,0.6413669424999999,98927405.64981997,0.010182714181431237,5.7564713487010934e-05,0.013658643061196105,98.20564361
spring,5151.245589,322.0832597,titanium,866484.1529,7.88e-06,497395925.3,574.0392639,Milling,298.0,116.0,8.6,4500,302.0832597,301358259.87671995,0.84895837015,422268434.0619391,0.0017420411161940814,1.0356429007521667e-05,0.12756428086666668,574.0392639
cylinder,9731.729515,57.23511765,abs_plastic,1049507.339,0.000524754,20921627.45,19.93471286,Forging,478.95,2.3,73.8,1050,37.23511765,6320288.869910999,0.981382441175,20532117.820234887,0.05016375239011341,0.0004651516493283127,0.01898544081904762,19.93471286
bolt,2550.828117,101.1165448,steel,330452.3869,1.65e-06,223667566.4,676.8526277,Injection Molding,70.23,200.0,12.0,7850,81.1165448,194679707.52,0.9594417276,214595996.31490374,0.0014774264870796214,1.1404550771738534e-05,0.08622326467515923,676.8526277
piston,8817.766187,493.3285146,steel,1022798.817,5.11e-06,121529032.7,118.8200755,Milling,484.0,200.0,12.0,7850,473.3285146,1135988435.04,0.7633357427,92767454.4356671,0.008416086216409093,7.255686967217997e-05,0.015136315350318471,118.8200755
bolt,1161.634438,92.2093323,steel,162357.6689,8.12e-07,225987153.0,1391.909323,Forging,302.76,200.0,12.0,7850,72.2093323,173302397.52,0.96389533385,217827962.28674603,0.0007184376047252561,5.14026758857394e-06,0.17731328955414014,1000.0
gear,5014.007287,152.3579316,aluminium,1578735.116,2.26e-05,86517528.49,54.80180154,Injection Molding,489.1,69.0,23.1,2700,132.3579316,210965307.17724,0.9338210342,80791887.93095976,0.018247575301257892,5.7953658345424616e-05,0.020296963533333334,54.80180154
piston,1787.288699,48.19702275,abs_plastic,230193.2168,0.000115097,23934325.75,103.9749393,3D Printing,399.77,2.3,73.8,1050,28.197022750000002,4786162.641585,0.985901488625,23596887.38616067,0.009617702174041814,7.467470434173397e-05,0.09902375171428572,103.9749393
bearing,9768.495618,145.4708027,titanium,6538838.292,5.94e-05,718161496.6,109.8301357,Injection Molding,69.42,116.0,8.6,4500,125.47080270000001,125169672.77352,0.93726459865,673107346.8766824,0.009104969178878142,1.3602087642190647e-05,0.024406696822222223,109.8301357
valve_body,865.2055822,40.62960028,abs_plastic,837726.8436,0.000418863,26456799.91,31.5816547,Injection Molding,92.9,2.3,73.8,1050,20.62960028,3501668.351527199,0.98968519986,26183903.30658438,0.031663952044455705,3.270257873753561e-05,0.030077766380952383,31.5816547
cylinder,3536.951713,458.2805203,steel,805597.4402,4.03e-06,130656114.5,162.1853645,Injection Molding,198.18,200.0,12.0,7850,438.2805203,1051873248.7199999,0.78085973985,102024099.57828182,0.0061657844585604905,2.7070694138849505e-05,0.020660555987261145,162.1853645
bolt,3031.929236,634.7779801,chromium,711951.0382,2.55e-06,188407340.0,264.6352485,Forging,317.43,279.0,4.9,7190,614.7779801,840462976.5947102,0.69261100995,130492998.03939304,0.0037787861035562626,1.6092415698878824e-05,0.036806015090403335,264.6352485
gear,4944.375233,247.7361321,aluminium,4588089.91,6.55e-05,46776611.61,10.19522558,Injection Molding,450.63,69.0,23.1,2700,227.7361321,362988620.95419,0.88613193395,41450249.30959732,0.09808512741908712,0.00010570186815205275,0.003776009474074074,10.19522558
bolt,1620.952052,769.1121092,chromium,223039.5515,7.99e-07,143629296.9,643.9633509,Casting,456.22,279.0,4.9,7190,749.1121092,1024111164.4873201,0.6254439454,89832074.128164,0.0015528834041100147,1.1285664463905065e-05,0.08956374838664813,643.9633509
lever,5774.035853,782.4299371,steel,2360950.705,1.18e-05,46242203.89,19.58626403,Machining,401.46,200.0,12.0,7850,762.4299371,1829831849.04,0.6187850314500001,28613983.588390965,0.0510561890738638,0.0001248650662657679,0.0024950654815286623,19.58626403
cam,2640.074937,281.1306252,chromium,643684.8878,2.31e-06,306289791.6,475.8380963,Milling,142.9,279.0,4.9,7190,261.1306252,356991677.71092004,0.8694346874,266298969.21355715,0.00210155514631262,8.619532904471764e-06,0.0661805419054242,475.8380963
lever,484.1647879,766.5568726,steel,867413.3113,4.34e-06,50375814.42,58.07590656,Machining,254.41,200.0,12.0,7850,746.5568726,1791736494.24,0.6267215637,31571609.185963407,0.01721884442538408,9.611056287117393e-06,0.007398204657324841,58.07590656
valve_body,8954.343178,533.9994038,chromium,6148826.636,2.2e-05,222000198.7,36.10448169,Forging,342.31,279.0,4.9,7190,513.9994038,702688584.9349802,0.7430002981,164946213.8123592,0.027697392488865373,4.033484307867874e-05,0.005021485631432545,36.10448169
bolt,6323.458383,517.5001955,titanium,1138569.135,1.04e-05,253124755.6,222.3183009,3D Printing,71.32,116.0,8.6,4500,497.5001955,496306195.0308,0.75124990225,190159947.90155512,0.004498055246714873,2.4981588102716574e-05,0.049404066866666665,222.3183009
lever,8399.082819,981.3327614,chromium,1294851.566,4.64e-06,72889079.53,56.29145569,Forging,451.76,279.0,4.9,7190,961.3327614,1314238018.1099403,0.5193336193,37853749.479760446,0.017764685387020966,0.00011523101777603144,0.007829131528511822,56.29145569
coupling,6027.477617,558.0346333,steel,871923.1178,4.36e-06,104678480.9,120.0547144,Forging,381.78,200.0,12.0,7850,538.0346333,1291283119.92,0.7309826833499999,76518156.85728373,0.008329535452782826,5.7580866336397126e-05,0.015293594191082801,120.0547144
pulley,5799.047823,364.5986387,titanium,1801388.986,1.64e-05,444251701.6,246.6161974,Injection Molding,324.37,116.0,8.6,4500,344.5986387,343771601.96711993,0.82770068065,367707435.7942407,0.004054883705593442,1.305351853940991e-05,0.054803599422222224,246.6161974
pulley,9761.344045,752.4834178,steel,3496566.132,1.75e-05,54040776.61,15.45538525,Forging,332.76,200.0,12.0,7850,732.4834178,1757960202.72,0.6337582910999999,34248790.23407045,0.06470236645994049,0.0001806292332814793,0.0019688388853503188,15.45538525
flange,4714.797365,36.71259456,abs_plastic,497273.0769,0.000248637,27762468.48,55.82942204,Milling,165.61,2.3,73.8,1050,16.71259456,2836795.8006143994,0.99164370272,27530477.04015449,0.01791170252955835,0.00016982630231157314,0.05317087813333333,55.82942204
pulley,2519.379289,113.6818616,chromium,564570.4924,2.02e-06,362106046.1,641.3832303,Machining,78.69,279.0,4.9,7190,93.6818616,128072472.99336003,0.9531590692,345144661.85236835,0.0015591302561241602,6.957573109133457e-06,0.08920489990264256,641.3832303
lever,1836.346994,317.6633419,titanium,425907.155,3.87e-06,502920822.6,1180.822667,Milling,423.66,116.0,8.6,4500,297.6633419,296948949.87943995,0.8511683290500001,428070276.21689355,0.0008468672122147285,3.6513640149287386e-06,0.2624050371111111,1000.0
bolt,4851.832349,251.6020547,aluminium,592441.1438,8.46e-06,45165810.52,76.23678909,Forging,80.33,69.0,23.1,2700,231.6020547,369150514.98633,0.88419897265,39935563.260688566,0.013117026728384723,0.00010742267863988728,0.02823584781111111,76.23678909
flange,3048.715112,950.8033664,chromium,1903658.805,6.82e-06,83065544.54,43.63468091,Milling,479.43,279.0,4.9,7190,930.8033664,1272501282.20544,0.5345983168,44406700.29515944,0.022917550418071333,3.6702523638208364e-05,0.006068801239221141,43.63468091
lever,4372.993622,666.0919155,steel,913539.4024,4.57e-06,76538563.66,83.78244383,Casting,69.11,200.0,12.0,7850,646.0919155,1550620597.2,0.67695404225,51813090.057645954,0.011935674759434073,5.713451380438409e-05,0.01067292278089172,83.78244383
bearing,7323.899377,183.3541412,steel,771429.835,3.86e-06,202251525.7,262.1774743,3D Printing,457.45,200.0,12.0,7850,163.3541412,392049938.88,0.9183229294,185732213.5564434,0.0038142102133966746,3.6211837471444104e-05,0.033398404369426746,262.1774743
cylinder,8992.969105,44.35547592,abs_plastic,1780269.146,0.000890135,25214841.36,14.16349961,Injection Molding,123.6,2.3,73.8,1050,24.355475920000003,4134098.4826607998,0.98782226204,24907781.62921495,0.07060401929889437,0.00035665380466228723,0.013489047247619047,14.16349961
pulley,1801.162113,48.65174931,abs_plastic,896077.8536,0.000448039,23782750.23,26.54094188,Milling,439.79,2.3,73.8,1050,28.65174931,4863347.927879399,0.985674125345,23442041.53125385,0.037677637991155075,7.573397086464714e-05,0.025277087504761903,26.54094188
coupling,5429.46036,450.7264132,titanium,2130630.748,1.94e-05,336591983.6,157.9776242,Machining,479.55,116.0,8.6,4500,430.7264132,429692669.80832,0.7846367934,264102454.69604942,0.00633001037402009,1.6130688265149758e-05,0.03510613871111111,157.9776242
gear,9504.255757,47.13608902,chromium,6418723.46,2.3e-05,384287970.3,59.8698437,3D Printing,149.06,279.0,4.9,7190,27.13608902,37097747.299242005,0.98643195549,379073934.014312,0.016702899794102662,2.4732118857585798e-05,0.008326821098748261,59.8698437
flange,7404.564903,170.6095032,aluminium,2048213.372,2.93e-05,78912706.99,38.52758119,3D Printing,60.0,69.0,23.1,2700,150.6095032,240056487.15048,0.9246952484,72970205.19203445,0.025955431642454674,9.383235204361098e-05,0.014269474514814815,38.52758119
lever,2527.776586,619.0653143,steel,11226491.81,5.61e-05,88785074.4,7.908532413,Casting,338.19,200.0,12.0,7850,599.0653143,1437756754.32,0.70046734285,62191045.14970756,0.12644571045153058,2.8470737937456746e-05,0.001007456358343949,7.908532413
coupling,1907.753841,40.41179636,aluminium,819338.4783,1.17e-05,133161751.5,162.5234931,Forging,311.7,69.0,23.1,2700,20.411796359999997,32534362.218203995,0.98979410182,131802716.22272055,0.006152956604059087,1.4326590177059964e-05,0.060193886333333335,162.5234931
gear,6987.877959,81.92167384,abs_plastic,13308521.65,0.006654261,12692775.39,0.953732933,Machining,100.7,2.3,73.8,1050,61.92167384,10510584.917601598,0.96903916308,12299796.44108802,1.0485115540991228,0.0005505397948273313,0.000908317079047619,0.953732933
bolt,932.6899832,161.4341678,steel,193890.7823,9.69e-07,207959852.1,1072.561829,Milling,313.24,200.0,12.0,7850,141.4341678,339442002.72,0.9292829161,193253537.7912127,0.0009323471830839987,4.484952137547707e-06,0.13663208012738853,1000.0
lever,1933.710975,138.5788929,titanium,785059.9526,7.14e-06,726776383.9,925.7590856,3D Printing,82.75,116.0,8.6,4500,118.5788929,118294303.55703999,0.94071055355,683686214.4056363,0.0010801946375682172,2.6606684226906124e-06,0.20572424124444447,925.7590856
bracket,4011.976174,529.9559277,steel,904308.1085,4.52e-06,111990643.8,123.841247,Forging,187.51,200.0,12.0,7850,509.95592769999996,1223894226.48,0.74502203615,83435497.47362536,0.008074854093302391,3.5824208504103626e-05,0.015775955031847134,123.841247
flange,6934.737959,562.0205667,titanium,967454.2738,8.8e-06,197474291.7,204.117442,Forging,142.59,116.0,8.6,4500,542.0205667,540719717.3399199,0.72898971665,143956727.95204243,0.004899140366431809,3.511716841367458e-05,0.04535943155555556,204.117442
piston,1568.557889,21.77066204,abs_plastic,248168.7272,0.000124084,32743112.65,131.9389152,Injection Molding,276.43,2.3,73.8,1050,1.7706620400000013,300552.17466960015,0.99911466898,32714124.1566796,0.007579264984753977,4.790497182618953e-05,0.1256561097142857,131.9389152
